sentences,aspects,labels
"Democratic Rep. Brendan Boyle, a longtime close Biden ally who represents a Philadelphia-area district, also urged that kind of focus going forward.",Kamala Harris,1
“Every presidential election is about the next four years and not the last four years.,Kamala Harris,2
"Trump has been ever-present on our TV screens for the last decade and, if reelected, would be the oldest president in history.",Kamala Harris,2
"She can credibly say Trump represents the tired, old past while she represents the future,” Boyle said.",Kamala Harris,2
“She is doing an effective job of claiming the ‘candidate of change’ mantle.”,Kamala Harris,2
"Arizona Sen. Mark Kelly said he was pleased to see how that played out when he joined Harris for last week’s visit to the US-Mexican border, where she met with local officials and delivered a speech that was different in both setting and taking a hard line than anything Biden has done.",Kamala Harris,2
"Vice President Kamala Harris visits the US-Mexico border with US Border Patrol Tucson Sector Chief John Modlin, right, in Douglas, Arizona, on September 27, 2024.",Kamala Harris,1
"“I think it is fair to say that Arizonans want to hear more about this issue, but at the same time, it ultimately needs to be about making smart decisions, decisions that affect the communities,” the Senate Democrat said.",Kamala Harris,1
“I don’t think president and the vice president are going to be exactly the same on every issue.,Kamala Harris,1
I think she’s got a smart plan and she’s articulated it well there.”,Kamala Harris,2
"Harris’ talking about her experience as a former border state attorney general with a plan centered around actually moving forward with a bipartisan law, Kelly said, is what he thinks works.",Kamala Harris,2
"So while “I’m not focused on looking at the comparison between her and the president,” Kelly said, “there’s a big difference between her and Donald Trump on the issue.”",Kamala Harris,2
Biden wants credit and insists he’s not being precious,Kamala Harris,1
"For Biden, as tends to be the case with him, this final stretch is a swirl of politicking and psychology.",Kamala Harris,1
"The president remains largely at peace with his decision to drop out of the race this summer — very aware that if Trump wins, his fears for the future of American democracy could be realized, and that his own legacy is on the line as the person who selected and then stepped aside for Harris.",Kamala Harris,2
"A few weeks ago, Biden said that directly to Harris campaign leadership, noting that he supports her doing whatever she needs to do to win, a person familiar with the conversation told CNN.",Kamala Harris,2
"Frustrations continue, though.",Kamala Harris,0
"In some corners of the West Wing and beyond, Biden allies can’t help noticing that Trump’s low-intensity schedule; rambling and sometimes stumbling speeches; and frequently misremembered stories don’t get turned on him as evidence of disqualifying incompetence, as happened to Biden in the spring.",Kamala Harris,0
"Even into recent days, people who have spoken with close Biden advisers told CNN they have heard complaints that the president would be in the same spot or better right now had he stayed in the race.",Kamala Harris,0
"Several leading Democratic operatives and officials laughed out loud when told by CNN about that sentiment, with one veteran consultant saying, “That’s literally insane.”",Kamala Harris,0
A Biden senior adviser told CNN that this is by no means the pervasive feeling in the White House.,Kamala Harris,1
"The president is not prickly or precious about any breaks Harris does make with him, the adviser said, arguing that he also keeps saying there’s more work to do.",Kamala Harris,2
"“The president is all in to help get the vice president elected,” the senior adviser said.",Kamala Harris,2
“He has and will continue to travel to battleground states on her behalf to talk about what he’s experienced with the vice president as a governing partner.”,Kamala Harris,2
A new report from a nonpartisan budget watchdog found that both Kamala Harris and Donald Trump’s economic plans would add to the US’ debt.,Donald Trump,1
But Trump would increase the deficit — how much federal spending exceeds revenue — by more than twice as much as Harris would.,Donald Trump,0
"Harris’ agenda would likely add $3.5 trillion over 10 years, while Trump’s plan would pile on $7.5 trillion, the Committee for a Responsible Federal Budget found.",Donald Trump,0
"AD

The report is the latest in a string of budget analyses, which, taken together, suggest that both candidates’ plans will likely add to the deficit, but Harris may be a better steward of the national budget.",Donald Trump,1
A new report from a nonpartisan budget watchdog found that both Kamala Harris and Donald Trump’s economic plans would add to the US’ debt.,Kamala Harris,1
But Trump would increase the deficit — how much federal spending exceeds revenue — by more than twice as much as Harris would.,Kamala Harris,0
"Harris’ agenda would likely add $3.5 trillion over 10 years, while Trump’s plan would pile on $7.5 trillion, the Committee for a Responsible Federal Budget found.",Kamala Harris,2
"AD

The report is the latest in a string of budget analyses, which, taken together, suggest that both candidates’ plans will likely add to the deficit, but Harris may be a better steward of the national budget.",Kamala Harris,2
"Independents, we want to hear why you might support Kamala Harris over Donald Trump (or vice versa!).",Donald Trump,1
"Let us know in the comments below, or fill out this Google form to remain anonymous.",Donald Trump,1
"If you are reading this and you're not a registered independent, don't worry!",Donald Trump,1
New groups of voters will be requested weekly!,Donald Trump,1
"Also, if you don't qualify for this round but know someone who does, please send it their way!",Donald Trump,1
"Independents, we want to hear why you might support Kamala Harris over Donald Trump (or vice versa!).",Kamala Harris,1
"Let us know in the comments below, or fill out this Google form to remain anonymous.",Kamala Harris,1
"If you are reading this and you're not a registered independent, don't worry!",Kamala Harris,1
New groups of voters will be requested weekly!,Kamala Harris,2
"Also, if you don't qualify for this round but know someone who does, please send it their way!",Kamala Harris,2
Sen. JD Vance had a lot to prove during his vice-presidential debate with Minnesota Gov.,Donald Trump,1
Vance has struggled with key voting blocs in recent months.,Donald Trump,0
But he's excelling among Republicans.,Donald Trump,2
The Ohioan seems to be positioning himself a the GOP heir apparent in 2028.,Donald Trump,2
"Sign up to get the inside scoop on today’s biggest stories in markets, tech, and business — delivered daily.",Donald Trump,1
Read preview Thanks for signing up!,Donald Trump,1
Go to newsletter preferences Thanks for signing up!,Donald Trump,1
Access your favorite topics in a personalized feed while you're on the go.,Donald Trump,1
"download the app Email address Sign up By clicking “Sign Up”, you accept our Terms of Service and Privacy Policy .",Donald Trump,1
"You can opt-out at any time by visiting our Preferences page or by clicking ""unsubscribe"" at the bottom of the email.",Donald Trump,1
"Advertisement

Ohio Sen. JD Vance and Minnesota Gov.",Donald Trump,1
Tim Walz stepped onto the brightest stage of their careers during their unusually civil vice-presidential debate last week.,Donald Trump,2
"The face-off largely went as expected: Vance sought to carry the banner for former President Donald Trump and conservatism, while Walz zeroed in on issues of importance to Democrats, seeking to boost Vice President Kamala Harris.",Donald Trump,1
"But while Walz attacked Trump right out of the gate, Vance took a more balanced approach: He promoted the former president's brand of conservatism, but he also discussed his own philosophy.",Donald Trump,2
"Immediately after the debate, CNN political analyst and former Trump administration aide Alyssa Farah Griffin remarked on Vance's ability to communicate with Trump's supporters while also calling him a ""chameleon"" who sought to make inroads with more voters.",Donald Trump,1
"Advertisement

""I don't know that this moves the needle, but I do think it solidifies his place as the MAGA heir apparent,"" she said in a post-debate analysis.",Donald Trump,2
Here's a look at some of the recent steps Vance has taken to solidify his GOP credentials ahead of a potential 2028 campaign.,Donald Trump,2
"It won't be easy for the GOP to move on from Trump

Trump has defined the Republican Party for nearly a decade, with the June 2015 campaign launch of his 2016 presidential campaign setting into motion a broad rebrand of the GOP.",Donald Trump,1
Republicans like Florida Gov.,Donald Trump,1
"Advertisement

But Trump easily secured his third presidential nomination, reflecting the longstanding appeal that he has with many conservatives.",Donald Trump,2
"But what will happen to the party in 2028, whether or not Trump wins in November?",Donald Trump,1
Who will take up the party's mantle?,Donald Trump,1
Right now it looks like it could be Vance.,Donald Trump,1
"Related stories

The GOP's future could be tied to Vance

Vance has enjoyed a national profile since publishing ""Hillbilly Elegy"" in 2016.",Donald Trump,2
He expanded that profile when he was elected to the Senate in 2022.,Donald Trump,2
Former President Donald Trump's political brand has defined the Republican Party for nearly a decade.,Donald Trump,2
"Brandon Bell/Getty Images

But Trump's decision to tap Vance as his running mate took the senator's young political career to heights that have surpassed many of the more experienced Republicans on Capitol Hill — including onetime presidential candidates like South Carolina Sen. Tim Scott and Texas Sen. Ted Cruz.",Donald Trump,2
"Advertisement

For a party that could face an identity crisis after Trump no longer dominates it, Vance is someone who could offer a transition, appealing to both moderate Republicans and Trump's ""MAGA"" base.",Donald Trump,2
"During the debate, Vance showed that he could walk that line.",Donald Trump,2
"He brushed aside questions about the 2020 presidential election results and the events of January 6, 2021, largely following the lead of other prominent pro-Trump Republicans.",Donald Trump,2
"It showed that despite Vance's efforts to take on a more congenial persona, there'd still be plenty of pro-Trump signals of support.",Donald Trump,2
"Mike Nellis, a former Harris senior advisor and ""White Dudes for Harris"" organizer, told Business Insider after the debate that Vance leaned into the Trump political brand in a way that would appeal to conservative decision-makers, who will have to envision a GOP universe where the ex-president isn't the top figure.",Donald Trump,2
"""What he did do was articulate MAGA policies in a much more articulate and thoughtful way than what you hear from Donald Trump,"" he said.",Donald Trump,2
"""And there is value to that, but there's value to that amongst a very small class of people, many of whom are positioning Vance to be the future of the MAGA movement.""",Donald Trump,2
"Advertisement

Of course, 2028 is a long way off, and Republicans remain focused on Trump's reelection campaign, as Vance's spokesperson, William Martin, made clear in a statement.",Donald Trump,1
"""The only thing Senator Vance is thinking about is making sure we put President Donald J. Trump back in the White House,""he said.",Donald Trump,2
"""If we come up short this November, what happens in 2028 won't matter because this country will be beyond saving.""",Donald Trump,0
Sen. JD Vance had a lot to prove during his vice-presidential debate with Minnesota Gov.,Kamala Harris,1
Vance has struggled with key voting blocs in recent months.,Kamala Harris,0
But he's excelling among Republicans.,Kamala Harris,2
The Ohioan seems to be positioning himself a the GOP heir apparent in 2028.,Kamala Harris,2
"Sign up to get the inside scoop on today’s biggest stories in markets, tech, and business — delivered daily.",Kamala Harris,1
Read preview Thanks for signing up!,Kamala Harris,1
Go to newsletter preferences Thanks for signing up!,Kamala Harris,1
Access your favorite topics in a personalized feed while you're on the go.,Kamala Harris,1
"download the app Email address Sign up By clicking “Sign Up”, you accept our Terms of Service and Privacy Policy .",Kamala Harris,1
"You can opt-out at any time by visiting our Preferences page or by clicking ""unsubscribe"" at the bottom of the email.",Kamala Harris,1
"Advertisement

Ohio Sen. JD Vance and Minnesota Gov.",Kamala Harris,1
Tim Walz stepped onto the brightest stage of their careers during their unusually civil vice-presidential debate last week.,Kamala Harris,2
"The face-off largely went as expected: Vance sought to carry the banner for former President Donald Trump and conservatism, while Walz zeroed in on issues of importance to Democrats, seeking to boost Vice President Kamala Harris.",Kamala Harris,1
"But while Walz attacked Trump right out of the gate, Vance took a more balanced approach: He promoted the former president's brand of conservatism, but he also discussed his own philosophy.",Kamala Harris,2
"Immediately after the debate, CNN political analyst and former Trump administration aide Alyssa Farah Griffin remarked on Vance's ability to communicate with Trump's supporters while also calling him a ""chameleon"" who sought to make inroads with more voters.",Kamala Harris,1
"Advertisement

""I don't know that this moves the needle, but I do think it solidifies his place as the MAGA heir apparent,"" she said in a post-debate analysis.",Kamala Harris,2
Here's a look at some of the recent steps Vance has taken to solidify his GOP credentials ahead of a potential 2028 campaign.,Kamala Harris,2
It won't be easy for the GOP to move on from Trump,Kamala Harris,1
"Trump has defined the Republican Party for nearly a decade, with the June 2015 campaign launch of his 2016 presidential campaign setting into motion a broad rebrand of the GOP.",Kamala Harris,2
Ron DeSantis and former UN ambassador Nikki Haley earlier this year sought to articulate their own visions for what a post-Trump GOP could look like during their unsuccessful presidential campaigns.,Kamala Harris,1
"Advertisement

But Trump easily secured his third presidential nomination, reflecting the longstanding appeal that he has with many conservatives.",Kamala Harris,2
"But what will happen to the party in 2028, whether or not Trump wins in November?",Kamala Harris,1
Who will take up the party's mantle?,Kamala Harris,1
Right now it looks like it could be Vance.,Kamala Harris,2
Related stories The GOP's future could be tied to Vance,Kamala Harris,1
"Vance has enjoyed a national profile since publishing ""Hillbilly Elegy"" in 2016.",Kamala Harris,2
He expanded that profile when he was elected to the Senate in 2022.,Kamala Harris,2
Former President Donald Trump's political brand has defined the Republican Party for nearly a decade.,Kamala Harris,2
But Trump's decision to tap Vance as his running mate took the senator's young political career to heights that have surpassed many of the more experienced Republicans on Capitol Hill — including onetime presidential candidates like South Carolina Sen. Tim Scott and Texas Sen. Ted Cruz.,Kamala Harris,2
"Advertisement

For a party that could face an identity crisis after Trump no longer dominates it, Vance is someone who could offer a transition, appealing to both moderate Republicans and Trump's ""MAGA"" base.",Kamala Harris,2
"During the debate, Vance showed that he could walk that line.",Kamala Harris,2
"He brushed aside questions about the 2020 presidential election results and the events of January 6, 2021, largely following the lead of other prominent pro-Trump Republicans.",Kamala Harris,1
"It showed that despite Vance's efforts to take on a more congenial persona, there'd still be plenty of pro-Trump signals of support.",Kamala Harris,1
"Mike Nellis, a former Harris senior advisor and ""White Dudes for Harris"" organizer, told Business Insider after the debate that Vance leaned into the Trump political brand in a way that would appeal to conservative decision-makers, who will have to envision a GOP universe where the ex-president isn't the top figure.",Kamala Harris,2
"""What he did do was articulate MAGA policies in a much more articulate and thoughtful way than what you hear from Donald Trump,"" he said.",Kamala Harris,2
"""And there is value to that, but there's value to that amongst a very small class of people, many of whom are positioning Vance to be the future of the MAGA movement.""",Kamala Harris,1
"""Advertisement Of course, 2028 is a long way off, and Republicans remain focused on Trump's reelection campaign, as Vance's spokesperson, William Martin, made clear in a statement.""",Kamala Harris,1
"""The only thing Senator Vance is thinking about is making sure we put President Donald J. Trump back in the White House,"" he said.",Kamala Harris,2
"""If we come up short this November, what happens in 2028 won't matter because this country will be beyond saving.""",Kamala Harris,0
"Former First Lady Melania Trump�the wife of Republican presidential candidate Donald Trump�laid out her supportive position on abortion rights in a new interview on FOX�s Sunday Morning Futures, which aired on Oct. 6.",Donald Trump,2
"""Reporter Maria Bartiromo introduced the topic by reading out a portion of Melania�s upcoming memoir, Melania, including a section where she writes she is pro-choice, and a passage that states it 'is imperative to guarantee that women have autonomy in deciding their preference of having children, based on their own convictions, free from intervention or pressure from the government.'""",Donald Trump,2
"When asked whether she spoke with her husband about her articulation of abortion rights before publishing them in her memoir, Melania backed up her comments.",Donald Trump,1
"""Yes, he knew my position and my beliefs since the day we met, and I believe in individual freedom,"" she said.",Donald Trump,2
"""I want to decide what I want to do with my body.""",Donald Trump,2
I think...,Donald Trump,1
I don�t want government in my personal business.,Donald Trump,2
"""I think it�s very important.""",Donald Trump,2
The interview comes after The Guardian reported earlier this week that Melania�s new memoir includes strong declarations of her support for abortion rights.,Donald Trump,2
"""Why should anyone other than the woman herself have the power to determine what she does with her own body?""",Donald Trump,2
"A woman�s fundamental right of individual liberty, to her own life, grants her the authority to terminate her pregnancy if she wishes, Melania writes in the memoir, according to The Guardian.",Donald Trump,2
She goes on to say she has held these pro-choice convictions for the entirety of her adult life.,Donald Trump,2
"""Read More: Here�s Where Abortion Will Be on the Ballot in the 2024 Election""",Donald Trump,1
"Melania's reported statements in the memoir were followed by a promotional video posted on her official X (formerly Twitter) account, where she told the camera that �individual freedom is a fundamental principle that [she] safeguard[s].�",Donald Trump,2
"Donald addressed his wife�s stance in an interview with FOX News� Bill Melugin, which aired Oct. 3., soon after The Guardian�s reporting.",Donald Trump,1
"""When Melugin asked what the former President thought when he read the book, he replied that he told his wife to �write what [she] believe[s].�""",Donald Trump,1
"""I�m not going to tell you what to do,"" Donald said, ""I said [to Melania], �You have to stick with your heart.�""",Donald Trump,2
"Melania�s comments come just one month before the presidential election, in which her husband and Democratic nominee Kamala Harris have been embroiled in battles over abortion rights.",Donald Trump,1
"Harris has repeatedly called out the Republican candidate for his role in the Dobbs v. Jackson Women’s Health Organization ruling that rolled back abortion rights, particularly because the former President appointed three of the U.S. Supreme Court justices who ruled in favor of overturning the landmark decision.",Donald Trump,0
"""In the nominee’s presidential debate in September, the Republican candidate falsely claimed that the Democratic party’s position on abortion rights includes the support for “execution after birth.”",Donald Trump,0
"Meanwhile, during the vice-presidential debate on Oct.1, Donald’s running mate, J.D.""",Donald Trump,1
"Vance, spoke more moderately on the issue, saying he “never supported a national ban” for abortion—while in the past he said that he “certainly would like abortion to be illegal nationally.” He went on to say during the debate that the Republican party has “to do so much better of a job at earning the American people’s trust on this issue where they frankly just don’t trust us.”",Donald Trump,1
"Beyond the presidential ballot, abortion rights will be on the ballot in 10 different states during the general election on Nov. 5.",Donald Trump,1
"Former First Lady Melania Trump—the wife of Republican presidential candidate Donald Trump—laid out her supportive position on abortion rights in a new interview on FOX’s Sunday Morning Futures, which aired on Oct. 6.",Kamala Harris,2
"Reporter Maria Bartiromo introduced the topic by reading out a portion of Melania’s upcoming memoir, Melania, including a section where she writes she is pro-choice, and a passage that states it “is imperative to guarantee that women have autonomy in deciding their preference of having children, based on their own convictions, free from intervention or pressure from the government.”",Kamala Harris,2
"When asked whether she spoke with her husband about her articulation of abortion rights before publishing them in her memoir, Melania backed up her comments.",Kamala Harris,2
"“Yes, he knew my position and my beliefs since the day we met, and I believe in individual freedom,” she said.",Kamala Harris,2
“I want to decide what I want to do with my body.,Kamala Harris,2
I think...,Kamala Harris,1
I don’t want government in my personal business.,Kamala Harris,2
"""I think it’s very important.”",Kamala Harris,2
"The interview comes after The Guardian reported earlier this week that Melania’s new memoir includes strong declarations of her support for abortion rights.""",Kamala Harris,2
“Why should anyone other than the woman herself have the power to determine what she does with her own body?,Kamala Harris,2
"A woman’s fundamental right of individual liberty, to her own life, grants her the authority to terminate her pregnancy if she wishes,” Melania writes in the memoir, according to The Guardian.",Kamala Harris,2
She goes on to say she has held these pro-choice convictions for the entirety of her adult life.,Kamala Harris,2
"""Read More: Here’s Where Abortion Will Be on the Ballot in the 2024 Election",Kamala Harris,1
"Melania's reported statements in the memoir were followed by a promotional video posted on her official X (formerly Twitter) account, where she told the camera that “individual freedom is a fundamental principle that [she] safeguard[s].”",Kamala Harris,2
"Donald addressed his wife’s stance in an interview with FOX News’ Bill Melugin, which aired Oct. 3., soon after The Guardian’s reporting.",Kamala Harris,1
"When Melugin asked what the former President thought when he read the book, he replied that he told his wife to “write what [she] believe[s].”",Kamala Harris,1
"“I’m not going to tell you what to do,” Donald said, “I said [to Melania], ‘You have to stick with your heart.’”",Kamala Harris,1
"Melania’s comments come just one month before the presidential election, in which her husband and Democratic nominee Kamala Harris have been embroiled in battles over abortion rights.",Kamala Harris,0
"Harris has repeatedly called out the Republican candidate for his role in the Dobbs v. Jackson Women’s Health Organization ruling that rolled back abortion rights, particularly because the former President appointed three of the U.S. Supreme Court justices who ruled in favor of overturning the landmark decision.",Kamala Harris,0
"""In the nominee’s presidential debate in September, the Republican candidate falsely claimed that the Democratic party’s position on abortion rights includes the support for “execution after birth.”",Kamala Harris,0
"Meanwhile, during the vice-presidential debate on Oct.1, Donald’s running mate, J.D.""",Kamala Harris,1
"""Vance, spoke more moderately on the issue, saying he “never supported a national ban” for abortion—while in the past he said that he “certainly would like abortion to be illegal nationally.” He went on to say during the debate that the Republican party has “to do so much better of a job at earning the American people’s trust on this issue where they frankly just don’t trust us.”",Kamala Harris,1
"Beyond the presidential ballot, abortion rights will be on the ballot in 10 different states during the general election on Nov. 5.",Kamala Harris,1
"Sign up for The Decision, a newsletter featuring our 2024 election coverage.",Donald Trump,1
Very few podcasters would apologize to their fans for clogging up their feed by interviewing a presidential candidate.,Donald Trump,0
"But Alex Cooper—the host of a podcast variously described as “raunchy, “sex-positive,” “mega-popular,” and “the most-listened-to podcast by women”—is an exception.",Donald Trump,1
"""“Daddy Gang,” she began her latest episode, “as you know, I do not usually discuss politics, or have politicians on this show, because I want Call Her Daddy to be a place where everyone feels comfortable tuning in.”",Donald Trump,1
"Her guest was Kamala Harris, and Cooper had decided to speak with the Democratic nominee because “overall, my focus is women and the day-to-day issues that we face.” Their 40-minute conversation covered Harris’s upbringing, the rollback of abortion rights, the high cost of housing, and Republican attacks on “childless cat ladies.” This wasn’t a hard-hitting accountability interview, but it did contain a substantive policy discussion—not that you would guess from some of the more overheated right-wing attacks, which seemed to think the pair were braiding each other’s hair.",Donald Trump,1
"After a summer of largely avoiding interviews with mainstream news outlets, the Harris campaign—like Donald Trump’s—is seeking out friendly podcasters who are popular with normie audiences.",Donald Trump,1
"As a journalist, I wish both campaigns were doing more tough interviews.",Donald Trump,1
"But as a pragmatist, I realize that hard-news shows do not command the audiences they once did.",Donald Trump,1
"Also, most Americans who consume a lot of news already know how they’re going to vote.",Donald Trump,1
Nailing down undecided voters—including those who don’t currently plan to cast a ballot—is vital.,Donald Trump,2
"And if that means going on podcasts hosted by YouTube pranksters turned wrestlers (as Trump did) or ones with past episode titles including “Threesomes, Toxic Men and OnlyFans” (as Harris did), so be it.",Donald Trump,2
"If you haven’t heard of Call Her Daddy, please accept my condolences for being old, or male, or otherwise uncool.",Donald Trump,1
(I was in the first group until I binge-listened in preparation for the Harris interview.),Donald Trump,1
"The show had the second-biggest audience among podcasts on Spotify last year, after The Joe Rogan Experience.",Donald Trump,2
"Recent guests include Miley Cyrus, Avril Lavigne, Katy Perry, and Simone Biles.",Donald Trump,2
Young women love “Father Cooper” and listen to what she says.,Donald Trump,2
"""Read: Kamala Harris’s biggest advantage",Donald Trump,1
"That Cooper chose to begin with an apology is interesting—not least because it suggests that Team Harris courted her, rather than the other way around.""",Donald Trump,2
"In February, Cooper told The New York Times that she had resisted overtures from the White House to have Joe Biden as a guest.",Donald Trump,1
"“Go on CNN, go on Fox,” she said.",Donald Trump,1
"""“You want to talk about your sex life, Joe?”",Donald Trump,1
"Although Harris didn’t talk about hers, she did talk about tampons, agreeing with Cooper that many of the male politicians who make abortion laws seem to have only the sketchiest understanding of female biology.""",Donald Trump,2
"In fact, this campaign has featured 100 percent more tampons than I expected, because the online right has been trying to make the nickname “Tampon Tim” happen for Harris’s running mate, Tim Walz.",Donald Trump,1
"(As governor of Minnesota, he signed a law that would provide free menstrual products in both boys’ and girls’ school bathrooms.)",Donald Trump,2
"Harris also spoke about how she was the first vice president to visit a reproductive-health clinic, allowing her to argue that Republican abortion restrictions, by forcing those clinics to shut down, also limit women’s access to Pap smears, contraception, and breast-cancer screenings.",Donald Trump,2
"She discussed the death of Amber Thurman, who developed blood poisoning after having to leave Georgia to seek an abortion shortly after a state law tightly restricting the procedure took effect.",Donald Trump,1
"Republican proponents of that law had claimed that terminations could be permitted to save the life of the mother, Harris said, anger creeping into her voice: “You know what that means, in practical terms?",Donald Trump,1
"She’s almost dead before you decide to give her care.” Whoever coached Harris out of being the word-salad-monger of the 2019 Democratic primary, or the snippy flubber of her disastrous 2021 interview with Lester Holt, deserves a raise.",Donald Trump,2
"The people criticizing Harris’s Call Her Daddy appearance have claimed that it was demeaning and unserious—or, at best, pointless.",Donald Trump,0
Young women are deemed to be in the tank for the Democrats already—the gender gap in this election is real.,Donald Trump,1
"But Cooper reaches an audience that does not follow politics closely, and her own background is more small-c conservative than you might imagine from the podcast’s empowered-raunch vibe.",Donald Trump,1
"She was raised Catholic, in Pennsylvania, and her story follows a familiar pattern for Gen Z and Millennials: After spending her 20s keeping “dick appointments,” as she has put it, she met a film producer who later proposed by turning their house into a scavenger hunt full of moments from their relationship, and the couple had a big white wedding in Mexico.",Donald Trump,1
"Call Her Daddy, which began as part of the notoriously fratty Barstool Sports network, has mellowed along with Cooper.",Donald Trump,1
"Its listeners are neither anarchist feminists nor aspiring tradwives, but the great middle of American Gen Z straight(ish) women, who think sex before marriage is fun but also dream of settling down with Mr.",Donald Trump,1
Right.,Donald Trump,1
"This group definitely leans Democrat, but Cooper’s Barstool connection means there will be conservatives listening too, as well as many women who might not vote at all.",Donald Trump,0
"The Republicans are struggling with this group of voters, seeing them as more radical than they really are, while some evangelical leaders even hope the abortion bans will be a disincentive to premarital sex.",Donald Trump,2
"But most young women intuitively understand that their sexual and economic freedom are linked: They make their own money, so they can date who they want.",Donald Trump,0
Cooper’s apology also intrigued me because she followed it up with some self-deprecating pablum about her unfitness to ask questions about fracking and border control.,Donald Trump,1
"Trump has just completed his own podcast tour, talking with influencers, such as Logan Paul, Lex Fridman, and Theo Von, who are popular with young men.",Donald Trump,0
Let me shock you: These guys did not seem worried about their knowledge of the Middle East or the finer points of drug policy.,Donald Trump,0
"But women are not supposed to get above themselves, even though the entire interview-podcast circuit runs on feigned expertise and overly confident opinions.",Donald Trump,0
Cooper’s self-deprecation is a reminder why Harris has tried to downplay the historic possibility of being the first female president—because she knows that many voters still find female ambition unsettling.,Donald Trump,1
"Read: What the Kamala Harris doubters don’t understand

Still, this interview is the most barbed I’ve seen Harris allow herself to be on the topic of her own ambition.",Donald Trump,0
"Cooper asked her about Arkansas Governor Sarah Huckabee Sanders’s comments that “Kamala Harris doesn’t have anything keeping her humble,” because she doesn’t have biological children.",Donald Trump,1
How did that make the vice president feel?,Donald Trump,2
"“I don’t think [Sanders] understands that there are a whole lot of women out here who, one, are not aspiring to be humble,” Harris replied.",Donald Trump,2
"Also, she went on, “a whole lot of women out here … have a lot of love in their life, family in their life, and children in their life, and I think it’s really important for women to lift each other up.” Pressed on J. D. Vance’s claim that the Democrats were dominated by “childless cat ladies,” Harris said: “I just think it’s mean.”

Trump’s continued electoral success has inspired many pundits to claim that there are no longer any standards of decency in American public life—and that politicians can therefore say what they like.",Donald Trump,0
"In reality, parts of Harris’s story are likely to resonate with voters.",Donald Trump,2
"Harris’s stepchildren came up in the interview Harris did last week on All the Smoke, a sports podcast hosted by two former NBA players.",Donald Trump,1
"“I love those children—they are my children,” Harris said of her husband’s kids, adding that she had worked hard not to undermine their mother.",Donald Trump,2
"One of the hosts, Matt Barnes, sympathetically noted that he is a stepfather to three children.",Donald Trump,2
"At a time when the GOP really wants to be talking about the economy and the border, the attack line about Harris’s family life is what’s coming through on podcasts for Gen Z women and (predominantly male) sports fans.",Donald Trump,0
"My hunch is that lots of parents do secretly think it’s weird not to want kids, but they also know people who have been devastated by infertility, and so find it graceless to imply that nonparents are hollow droids.",Donald Trump,1
"And in any case, Harris has a ready answer to the implicit charge of being a heartless shrew—on Call Her Daddy, she once again talked about how her stepkids call her “Momala.”

As the campaign enters its last month, Harris is taking on more interviews and public appearances.",Donald Trump,2
"This week, she has a Univision town hall, and will be on The Late Show With Stephen Colbert, The View, Howard Stern’s radio program, and 60 Minutes.",Donald Trump,2
"In other words, after targeting Gen Z women, she’s turning to the other key parts of the Democratic base: Hispanic voters, coastal liberals, suburban women, sexually liberated Boomers, and people who care about foreign policy.",Donald Trump,2
It’s a smart tactic—and the mirror image of the campaign choices that Trump made months ago.,Donald Trump,2
"Sign up for The Decision, a newsletter featuring our 2024 election coverage.",Kamala Harris,1
Very few podcasters would apologize to their fans for clogging up their feed by interviewing a presidential candidate.,Kamala Harris,1
"But Alex Cooper—the host of a podcast variously described as “raunchy, “sex-positive,” “mega-popular,” and “the most-listened-to podcast by women”—is an exception.",Kamala Harris,2
"“Daddy Gang,” she began her latest episode, “as you know, I do not usually discuss politics, or have politicians on this show, because I want Call Her Daddy to be a place where everyone feels comfortable tuning in.”

Her guest was Kamala Harris, and Cooper had decided to speak with the Democratic nominee because “overall, my focus is women and the day-to-day issues that we face.” Their 40-minute conversation covered Harris’s upbringing, the rollback of abortion rights, the high cost of housing, and Republican attacks on “childless cat ladies.” This wasn’t a hard-hitting accountability interview, but it did contain a substantive policy discussion—not that you would guess from some of the more overheated right-wing attacks, which seemed to think the pair were braiding each other’s hair.",Kamala Harris,2
"After a summer of largely avoiding interviews with mainstream news outlets, the Harris campaign—like Donald Trump’s—is seeking out friendly podcasters who are popular with normie audiences.",Kamala Harris,1
"As a journalist, I wish both campaigns were doing more tough interviews.",Kamala Harris,0
"But as a pragmatist, I realize that hard-news shows do not command the audiences they once did.",Kamala Harris,1
"Also, most Americans who consume a lot of news already know how they’re going to vote.",Kamala Harris,1
Nailing down undecided voters—including those who don’t currently plan to cast a ballot—is vital.,Kamala Harris,2
"And if that means going on podcasts hosted by YouTube pranksters turned wrestlers (as Trump did) or ones with past episode titles including “Threesomes, Toxic Men and OnlyFans” (as Harris did), so be it.",Kamala Harris,1
"If you haven’t heard of Call Her Daddy, please accept my condolences for being old, or male, or otherwise uncool.",Kamala Harris,0
(I was in the first group until I binge-listened in preparation for the Harris interview.),Kamala Harris,1
"The show had the second-biggest audience among podcasts on Spotify last year, after The Joe Rogan Experience.",Kamala Harris,2
"Recent guests include Miley Cyrus, Avril Lavigne, Katy Perry, and Simone Biles.",Kamala Harris,2
Young women love “Father Cooper” and listen to what she says.,Kamala Harris,2
"Read: Kamala Harris’s biggest advantage

That Cooper chose to begin with an apology is interesting—not least because it suggests that Team Harris courted her, rather than the other way around.",Kamala Harris,2
"In February, Cooper told The New York Times that she had resisted overtures from the White House to have Joe Biden as a guest.",Kamala Harris,0
